image,label
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_11041_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_10497_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_12971_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_13359_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_10767_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_12393_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_13068_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_10871_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_13012_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_10111_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_13266_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_1030_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_10601_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_14454_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_11361_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_12380_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_12905_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_13286_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_11534_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_12918_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_12381_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_12716_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_10761_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_1047_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_13608_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_1429_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_14308_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_14147_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_14252_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_1143_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_10908_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_10196_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_13608_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_12849_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_10730_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_11741_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_14198_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_10408_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_12930_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_13668_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_13538_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_12309_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_12999_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_1441_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_1232_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_12091_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_11289_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_10859_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_13372_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_13569_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_1375_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_1221_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_12881_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_13273_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_10172_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_10281_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_11407_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_10378_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_14437_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_11666_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_1233_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_13980_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_10672_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_13927_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_13300_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_11697_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_12324_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_13578_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_12020_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_13575_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_13037_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_12446_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_14012_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_13704_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_14437_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_14180_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_10858_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_12001_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_14151_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_11385_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_14477_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_12501_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_10960_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_12011_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_12053_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_10919_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_10864_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_1242_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_12641_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_13098_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_12978_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_14131_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_12236_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_10524_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_1336_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_1267_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_12492_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_13105_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_10531_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_11383_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_1088_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_12582_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_13568_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_11427_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_1020_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_1271_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_10679_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_14002_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_12421_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_13234_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_12621_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_12196_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_12183_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_11203_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_10208_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_10248_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_13452_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_13986_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_13818_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_14427_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_12032_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_1211_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_14403_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_14132_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_13054_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_12503_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_14316_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_12304_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_12748_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_1185_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_14041_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_10258_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_12748_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_10874_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_10388_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_12606_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_14317_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_11568_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_12325_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_11501_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_10804_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_11685_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_10121_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_14025_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_13707_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_11206_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_10603_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_14455_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_11048_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_13243_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_10920_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_12922_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_14033_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_12597_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_1147_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_10583_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_13577_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_11234_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_12095_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_10183_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_10644_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_11663_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_14436_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_11602_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_10324_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_14162_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_11572_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_1256_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_14471_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_10404_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_12837_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_12266_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_10701_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_10384_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_1164_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_12137_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_12055_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_12582_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_14142_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_1170_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_14048_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_10785_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_12104_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_10053_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_1091_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_11142_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_10625_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_10771_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_12286_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_14173_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_13440_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_12670_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_12984_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_12320_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_10542_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_13050_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_13782_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_10439_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_11130_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_10573_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_10490_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_11435_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_13635_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_13544_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_11114_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_13721_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_13855_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_10426_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_10926_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_12805_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_1203_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_10376_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_12323_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_12520_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_11997_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_13911_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_12171_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_10054_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_10538_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_11235_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_1254_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_1043_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_14206_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_12330_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_1415_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_10611_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_13835_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_1120_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_11844_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_12331_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_12865_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_14494_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_10676_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_10028_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_12455_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_1281_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_11083_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_10273_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_14407_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_12987_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_1311_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_11853_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_1099_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_11764_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_13937_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_11424_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_11653_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_11461_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_14147_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_10622_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_11490_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_12041_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_14244_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_12680_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_11629_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_11233_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_12730_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_10500_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_10592_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_12301_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_10352_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_13517_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_10256_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_14047_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_13270_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_13174_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_14208_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_1271_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_12936_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_10714_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_10578_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_1236_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_14285_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_12610_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_13145_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_13401_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_12581_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_14323_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_13606_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_13747_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_12723_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_11426_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_10516_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_10251_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_12343_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_13276_output.jpeg,0
